publication_hour,settlement_hour_end,comparator,eligible,mean_gain,predictable_width
2016-05-04 09:00:00,2016-05-06 10:00:00,baseline,0,0.0,0.0
2016-05-04 10:00:00,2016-05-06 11:00:00,baseline,0,0.0,0.0
2016-05-04 11:00:00,2016-05-06 12:00:00,baseline,0,0.0,0.0
2016-05-04 12:00:00,2016-05-06 13:00:00,baseline,0,0.0,0.0
2016-05-04 13:00:00,2016-05-06 14:00:00,baseline,0,0.0,0.0
2016-05-04 14:00:00,2016-05-06 15:00:00,baseline,0,0.0,0.0
2016-05-04 15:00:00,2016-05-06 16:00:00,baseline,0,0.0,0.0
2016-05-04 16:00:00,2016-05-06 17:00:00,baseline,0,0.0,0.0
2016-05-04 17:00:00,2016-05-06 18:00:00,baseline,0,0.0,0.0
2016-05-04 18:00:00,2016-05-06 19:00:00,baseline,7,-0.0009858878455341808,0.08202366688511108
2016-05-04 19:00:00,2016-05-06 20:00:00,baseline,4,0.0004257492641398681,0.042500017697592235
2016-05-04 20:00:00,2016-05-06 21:00:00,baseline,5,0.003325806603176847,0.03492012600083257
2016-05-04 21:00:00,2016-05-06 22:00:00,baseline,1,0.008458934213148087,0.06755614962064249
2016-05-04 22:00:00,2016-05-06 23:00:00,baseline,0,0.0,0.0
2016-05-04 23:00:00,2016-05-07 00:00:00,baseline,0,0.0,0.0
2016-05-05 00:00:00,2016-05-07 01:00:00,baseline,0,0.0,0.0
2016-05-05 01:00:00,2016-05-07 02:00:00,baseline,0,0.0,0.0
2016-05-05 02:00:00,2016-05-07 03:00:00,baseline,0,0.0,0.0
2016-05-05 03:00:00,2016-05-07 04:00:00,baseline,0,0.0,0.0
2016-05-05 04:00:00,2016-05-07 05:00:00,baseline,0,0.0,0.0
2016-05-05 05:00:00,2016-05-07 06:00:00,baseline,0,0.0,0.0
2016-05-05 06:00:00,2016-05-07 07:00:00,baseline,0,0.0,0.0
2016-05-05 07:00:00,2016-05-07 08:00:00,baseline,0,0.0,0.0
2016-05-05 08:00:00,2016-05-07 09:00:00,baseline,0,0.0,0.0
2016-05-05 09:00:00,2016-05-07 10:00:00,baseline,4,0.001146561474979306,0.021505496440080374
2016-05-05 10:00:00,2016-05-07 11:00:00,baseline,3,-0.0024578320146086594,0.09222142034603165
2016-05-05 11:00:00,2016-05-07 12:00:00,baseline,2,0.016507287733787682,0.04647777619435431
2016-05-05 12:00:00,2016-05-07 13:00:00,baseline,4,-0.0018296148913334186,0.055448321172117926
2016-05-05 13:00:00,2016-05-07 14:00:00,baseline,8,0.0011443420013272291,0.04562494752476628
2016-05-05 14:00:00,2016-05-07 15:00:00,baseline,0,0.0,0.0
2016-05-05 15:00:00,2016-05-07 16:00:00,baseline,0,0.0,0.0
2016-05-05 16:00:00,2016-05-07 17:00:00,baseline,0,0.0,0.0
2016-05-05 17:00:00,2016-05-07 18:00:00,baseline,0,0.0,0.0
2016-05-05 18:00:00,2016-05-07 19:00:00,baseline,0,0.0,0.0
2016-05-05 19:00:00,2016-05-07 20:00:00,baseline,0,0.0,0.0
2016-05-05 20:00:00,2016-05-07 21:00:00,baseline,0,0.0,0.0
2016-05-05 21:00:00,2016-05-07 22:00:00,baseline,0,0.0,0.0
2016-05-05 22:00:00,2016-05-07 23:00:00,baseline,0,0.0,0.0
2016-05-05 23:00:00,2016-05-08 00:00:00,baseline,0,0.0,0.0
2016-05-06 00:00:00,2016-05-08 01:00:00,baseline,0,0.0,0.0
2016-05-06 01:00:00,2016-05-08 02:00:00,baseline,0,0.0,0.0
2016-05-06 02:00:00,2016-05-08 03:00:00,baseline,1,-0.0016589759256011379,0.06498871578672416
2016-05-06 03:00:00,2016-05-08 04:00:00,baseline,3,0.006917255085709659,0.07540100945909446
2016-05-06 04:00:00,2016-05-08 05:00:00,baseline,1,0.0004791823432123317,0.0029121087323098482
2016-05-06 05:00:00,2016-05-08 06:00:00,baseline,0,0.0,0.0
2016-05-06 06:00:00,2016-05-08 07:00:00,baseline,1,0.0004843118799206542,0.0735345542833295
2016-05-06 07:00:00,2016-05-08 08:00:00,baseline,0,0.0,0.0
2016-05-06 08:00:00,2016-05-08 09:00:00,baseline,0,0.0,0.0
2016-05-06 09:00:00,2016-05-08 10:00:00,baseline,0,0.0,0.0
2016-05-06 10:00:00,2016-05-08 11:00:00,baseline,0,0.0,0.0
2016-05-06 11:00:00,2016-05-08 12:00:00,baseline,0,0.0,0.0
2016-05-06 12:00:00,2016-05-08 13:00:00,baseline,0,0.0,0.0
2016-05-06 13:00:00,2016-05-08 14:00:00,baseline,0,0.0,0.0
2016-05-06 14:00:00,2016-05-08 15:00:00,baseline,0,0.0,0.0
2016-05-06 15:00:00,2016-05-08 16:00:00,baseline,0,0.0,0.0
2016-05-06 16:00:00,2016-05-08 17:00:00,baseline,0,0.0,0.0
2016-05-06 17:00:00,2016-05-08 18:00:00,baseline,0,0.0,0.0
2016-05-06 18:00:00,2016-05-08 19:00:00,baseline,4,0.006417724649164101,0.052662456000427765
2016-05-06 19:00:00,2016-05-08 20:00:00,baseline,1,0.0031073777675392697,0.0165360389546223
2016-05-06 20:00:00,2016-05-08 21:00:00,baseline,0,0.0,0.0
2016-05-06 21:00:00,2016-05-08 22:00:00,baseline,3,-0.0006675318465555544,0.04792160929542246
2016-05-06 22:00:00,2016-05-08 23:00:00,baseline,0,0.0,0.0
2016-05-06 23:00:00,2016-05-09 00:00:00,baseline,0,0.0,0.0
2016-05-07 00:00:00,2016-05-09 01:00:00,baseline,0,0.0,0.0
2016-05-07 01:00:00,2016-05-09 02:00:00,baseline,0,0.0,0.0
2016-05-07 02:00:00,2016-05-09 03:00:00,baseline,0,0.0,0.0
2016-05-07 03:00:00,2016-05-09 04:00:00,baseline,0,0.0,0.0
2016-05-07 04:00:00,2016-05-09 05:00:00,baseline,0,0.0,0.0
2016-05-07 05:00:00,2016-05-09 06:00:00,baseline,0,0.0,0.0
2016-05-07 06:00:00,2016-05-09 07:00:00,baseline,0,0.0,0.0
2016-05-07 07:00:00,2016-05-09 08:00:00,baseline,0,0.0,0.0
2016-05-07 08:00:00,2016-05-09 09:00:00,baseline,0,0.0,0.0
2016-05-07 09:00:00,2016-05-09 10:00:00,baseline,0,0.0,0.0
2016-05-07 10:00:00,2016-05-09 11:00:00,baseline,1,0.009266953786060479,0.0654376013484671
2016-05-07 11:00:00,2016-05-09 12:00:00,baseline,0,0.0,0.0
2016-05-07 12:00:00,2016-05-09 13:00:00,baseline,2,0.015438031648538802,0.060114113109253076
2016-05-07 13:00:00,2016-05-09 14:00:00,baseline,0,0.0,0.0
2016-05-07 14:00:00,2016-05-09 15:00:00,baseline,5,-0.0025063909995719363,0.0346987353477745
2016-05-07 15:00:00,2016-05-09 16:00:00,baseline,0,0.0,0.0
2016-05-07 16:00:00,2016-05-09 17:00:00,baseline,0,0.0,0.0
2016-05-07 17:00:00,2016-05-09 18:00:00,baseline,0,0.0,0.0
2016-05-07 18:00:00,2016-05-09 19:00:00,baseline,0,0.0,0.0
2016-05-07 19:00:00,2016-05-09 20:00:00,baseline,0,0.0,0.0
2016-05-07 20:00:00,2016-05-09 21:00:00,baseline,0,0.0,0.0
2016-05-07 21:00:00,2016-05-09 22:00:00,baseline,0,0.0,0.0
2016-05-07 22:00:00,2016-05-09 23:00:00,baseline,0,0.0,0.0
2016-05-07 23:00:00,2016-05-10 00:00:00,baseline,0,0.0,0.0
2016-05-08 00:00:00,2016-05-10 01:00:00,baseline,0,0.0,0.0
2016-05-08 01:00:00,2016-05-10 02:00:00,baseline,0,0.0,0.0
2016-05-08 02:00:00,2016-05-10 03:00:00,baseline,1,-0.0016330404889576917,0.023010873947581556
2016-05-08 03:00:00,2016-05-10 04:00:00,baseline,5,0.002341193687040863,0.043852506856042875
2016-05-08 04:00:00,2016-05-10 05:00:00,baseline,2,0.006712207774046165,0.048397425753457984
2016-05-08 05:00:00,2016-05-10 06:00:00,baseline,2,-0.0019591531472875094,0.028829217390140466
2016-05-08 06:00:00,2016-05-10 07:00:00,baseline,4,0.0017444121775240394,0.04590970560418242
2016-05-08 07:00:00,2016-05-10 08:00:00,baseline,1,-0.006921472248462687,0.1663907719612201
2016-05-08 08:00:00,2016-05-10 09:00:00,baseline,3,0.0020399047641300964,0.03180040585603494
2016-05-08 09:00:00,2016-05-10 10:00:00,baseline,3,0.00820903364539474,0.07088482730583233
2016-05-08 10:00:00,2016-05-10 11:00:00,baseline,2,-0.010346420408420785,0.15531153260947128
2016-05-08 11:00:00,2016-05-10 12:00:00,baseline,3,-0.006313371757387291,0.10727626252233789
2016-05-08 12:00:00,2016-05-10 13:00:00,baseline,0,0.0,0.0
2016-05-08 13:00:00,2016-05-10 14:00:00,baseline,0,0.0,0.0
2016-05-08 14:00:00,2016-05-10 15:00:00,baseline,0,0.0,0.0
2016-05-08 15:00:00,2016-05-10 16:00:00,baseline,0,0.0,0.0
2016-05-08 16:00:00,2016-05-10 17:00:00,baseline,0,0.0,0.0
2016-05-08 17:00:00,2016-05-10 18:00:00,baseline,0,0.0,0.0
2016-05-08 18:00:00,2016-05-10 19:00:00,baseline,0,0.0,0.0
2016-05-08 19:00:00,2016-05-10 20:00:00,baseline,0,0.0,0.0
2016-05-08 20:00:00,2016-05-10 21:00:00,baseline,0,0.0,0.0
2016-05-08 21:00:00,2016-05-10 22:00:00,baseline,0,0.0,0.0
2016-05-08 22:00:00,2016-05-10 23:00:00,baseline,0,0.0,0.0
2016-05-08 23:00:00,2016-05-11 00:00:00,baseline,2,-0.0070830215637712295,0.11284060952349459
2016-05-09 00:00:00,2016-05-11 01:00:00,baseline,3,0.0028444582703785527,0.026572333686201488
2016-05-09 01:00:00,2016-05-11 02:00:00,baseline,8,0.005156112387459893,0.052980315976357294
2016-05-09 02:00:00,2016-05-11 03:00:00,baseline,3,-0.004662888581036745,0.10012015516800075
2016-05-09 03:00:00,2016-05-11 04:00:00,baseline,3,-0.0013494159316372175,0.02871971418381314
2016-05-09 04:00:00,2016-05-11 05:00:00,baseline,3,2.1722752295895995e-05,0.018453441151642973
2016-05-09 05:00:00,2016-05-11 06:00:00,baseline,6,-0.000826801065931703,0.036481892564270695
2016-05-09 06:00:00,2016-05-11 07:00:00,baseline,2,-0.018495306662896508,0.0669826673222434
2016-05-09 07:00:00,2016-05-11 08:00:00,baseline,3,0.0007052380001518189,0.03998731790301783
2016-05-09 08:00:00,2016-05-11 09:00:00,baseline,5,0.0005725145207898792,0.06465233224039843
2016-05-09 09:00:00,2016-05-11 10:00:00,baseline,2,-0.0013941220530763539,0.024925703146229716
2016-05-09 10:00:00,2016-05-11 11:00:00,baseline,1,-0.015382954989174781,0.08919054747185967
2016-05-09 11:00:00,2016-05-11 12:00:00,baseline,6,-0.0009363909999080671,0.027535364815292878
2016-05-09 12:00:00,2016-05-11 13:00:00,baseline,3,-0.00021946424308092426,0.030867489613032057
2016-05-09 13:00:00,2016-05-11 14:00:00,baseline,0,0.0,0.0
2016-05-09 14:00:00,2016-05-11 15:00:00,baseline,0,0.0,0.0
2016-05-09 15:00:00,2016-05-11 16:00:00,baseline,0,0.0,0.0
2016-05-09 16:00:00,2016-05-11 17:00:00,baseline,0,0.0,0.0
2016-05-09 17:00:00,2016-05-11 18:00:00,baseline,0,0.0,0.0
2016-05-09 18:00:00,2016-05-11 19:00:00,baseline,0,0.0,0.0
2016-05-09 19:00:00,2016-05-11 20:00:00,baseline,0,0.0,0.0
2016-05-09 20:00:00,2016-05-11 21:00:00,baseline,0,0.0,0.0
2016-05-09 21:00:00,2016-05-11 22:00:00,baseline,0,0.0,0.0
2016-05-09 22:00:00,2016-05-11 23:00:00,baseline,0,0.0,0.0
2016-05-09 23:00:00,2016-05-12 00:00:00,baseline,1,-0.0006660662446474888,0.00795438964317291
2016-05-10 00:00:00,2016-05-12 01:00:00,baseline,4,-0.0027594097101568556,0.09336140529569145
2016-05-10 01:00:00,2016-05-12 02:00:00,baseline,2,0.01373408100208912,0.09171663714615197
2016-05-10 02:00:00,2016-05-12 03:00:00,baseline,2,-0.0006903421783387932,0.03423787461882832
2016-05-10 03:00:00,2016-05-12 04:00:00,baseline,7,-0.0037608168042251216,0.029963785060265234
2016-05-10 04:00:00,2016-05-12 05:00:00,baseline,1,-0.0011505039823138871,0.007256724839957596
2016-05-10 05:00:00,2016-05-12 06:00:00,baseline,4,-0.0049891678652196625,0.04597945832960135
2016-05-10 06:00:00,2016-05-12 07:00:00,baseline,3,0.011155629579626672,0.05383597864990358
2016-05-10 07:00:00,2016-05-12 08:00:00,baseline,5,0.001104992461597196,0.05336305424466996
2016-05-10 08:00:00,2016-05-12 09:00:00,baseline,4,-0.003130995364687736,0.061015563254877545
2016-05-10 09:00:00,2016-05-12 10:00:00,baseline,2,-0.0008909848206111127,0.02440608304849584
2016-05-10 10:00:00,2016-05-12 11:00:00,baseline,3,0.001205858191249332,0.02632252010279157
2016-05-10 11:00:00,2016-05-12 12:00:00,baseline,6,-0.0050286170078129655,0.052968767164226625
2016-05-10 12:00:00,2016-05-12 13:00:00,baseline,2,0.004952135068179372,0.04616557506853905
2016-05-10 13:00:00,2016-05-12 14:00:00,baseline,0,0.0,0.0
2016-05-10 14:00:00,2016-05-12 15:00:00,baseline,0,0.0,0.0
2016-05-10 15:00:00,2016-05-12 16:00:00,baseline,0,0.0,0.0
2016-05-10 16:00:00,2016-05-12 17:00:00,baseline,0,0.0,0.0
2016-05-10 17:00:00,2016-05-12 18:00:00,baseline,0,0.0,0.0
2016-05-10 18:00:00,2016-05-12 19:00:00,baseline,0,0.0,0.0
2016-05-10 19:00:00,2016-05-12 20:00:00,baseline,0,0.0,0.0
2016-05-10 20:00:00,2016-05-12 21:00:00,baseline,0,0.0,0.0
2016-05-10 21:00:00,2016-05-12 22:00:00,baseline,0,0.0,0.0
2016-05-10 22:00:00,2016-05-12 23:00:00,baseline,0,0.0,0.0
2016-05-10 23:00:00,2016-05-13 00:00:00,baseline,1,0.0007353447218630053,0.04195954470507379
2016-05-11 00:00:00,2016-05-13 01:00:00,baseline,4,0.004230572910725336,0.047457173719662765
2016-05-11 01:00:00,2016-05-13 02:00:00,baseline,2,0.015311457927996316,0.1367253462379659
2016-05-11 02:00:00,2016-05-13 03:00:00,baseline,2,0.004143955588905604,0.10652196945404
2016-05-11 03:00:00,2016-05-13 04:00:00,baseline,2,-0.002733067637481223,0.021105619701102363
2016-05-11 04:00:00,2016-05-13 05:00:00,baseline,1,0.00663646544825941,0.045085650900906604
2016-05-11 05:00:00,2016-05-13 06:00:00,baseline,0,0.0,0.0
2016-05-11 06:00:00,2016-05-13 07:00:00,baseline,0,0.0,0.0
2016-05-11 07:00:00,2016-05-13 08:00:00,baseline,0,0.0,0.0
2016-05-11 08:00:00,2016-05-13 09:00:00,baseline,0,0.0,0.0
2016-05-11 09:00:00,2016-05-13 10:00:00,baseline,0,0.0,0.0
2016-05-11 10:00:00,2016-05-13 11:00:00,baseline,0,0.0,0.0
2016-05-11 11:00:00,2016-05-13 12:00:00,baseline,0,0.0,0.0
2016-05-11 12:00:00,2016-05-13 13:00:00,baseline,0,0.0,0.0
2016-05-11 13:00:00,2016-05-13 14:00:00,baseline,0,0.0,0.0
2016-05-11 14:00:00,2016-05-13 15:00:00,baseline,0,0.0,0.0
2016-05-11 15:00:00,2016-05-13 16:00:00,baseline,1,0.0009069820183366384,0.004145690040179506
2016-05-11 16:00:00,2016-05-13 17:00:00,baseline,6,0.0018770920344614351,0.06572608522990346
2016-05-11 17:00:00,2016-05-13 18:00:00,baseline,2,-0.0006916222246925737,0.00945910514772269
2016-05-11 18:00:00,2016-05-13 19:00:00,baseline,3,0.00022454443998533262,0.03212232047939434
2016-05-11 19:00:00,2016-05-13 20:00:00,baseline,5,0.0016870828553548329,0.05182710313889829
2016-05-11 20:00:00,2016-05-13 21:00:00,baseline,0,0.0,0.0
2016-05-11 21:00:00,2016-05-13 22:00:00,baseline,0,0.0,0.0
2016-05-11 22:00:00,2016-05-13 23:00:00,baseline,0,0.0,0.0
2016-05-11 23:00:00,2016-05-14 00:00:00,baseline,0,0.0,0.0
2016-05-12 00:00:00,2016-05-14 01:00:00,baseline,0,0.0,0.0
2016-05-12 01:00:00,2016-05-14 02:00:00,baseline,0,0.0,0.0
2016-05-12 02:00:00,2016-05-14 03:00:00,baseline,0,0.0,0.0
2016-05-12 03:00:00,2016-05-14 04:00:00,baseline,0,0.0,0.0
2016-05-12 04:00:00,2016-05-14 05:00:00,baseline,0,0.0,0.0
2016-05-12 05:00:00,2016-05-14 06:00:00,baseline,0,0.0,0.0
2016-05-12 06:00:00,2016-05-14 07:00:00,baseline,0,0.0,0.0
2016-05-12 07:00:00,2016-05-14 08:00:00,baseline,3,0.00015017801538804698,0.008523802880178214
2016-05-12 08:00:00,2016-05-14 09:00:00,baseline,3,0.002782330920955638,0.03913482412475966
2016-05-12 09:00:00,2016-05-14 10:00:00,baseline,3,0.004950841319419777,0.043744240208714626
2016-05-12 10:00:00,2016-05-14 11:00:00,baseline,5,0.00570011351074311,0.0421625358702281
2016-05-12 11:00:00,2016-05-14 12:00:00,baseline,3,0.006680991950372896,0.04494515269357927
2016-05-12 12:00:00,2016-05-14 13:00:00,baseline,1,-0.010357242746613409,0.07344508682101503
2016-05-12 13:00:00,2016-05-14 14:00:00,baseline,0,0.0,0.0
2016-05-12 14:00:00,2016-05-14 15:00:00,baseline,0,0.0,0.0
2016-05-12 15:00:00,2016-05-14 16:00:00,baseline,0,0.0,0.0
2016-05-12 16:00:00,2016-05-14 17:00:00,baseline,0,0.0,0.0
2016-05-12 17:00:00,2016-05-14 18:00:00,baseline,0,0.0,0.0
2016-05-12 18:00:00,2016-05-14 19:00:00,baseline,0,0.0,0.0
2016-05-12 19:00:00,2016-05-14 20:00:00,baseline,0,0.0,0.0
2016-05-12 20:00:00,2016-05-14 21:00:00,baseline,0,0.0,0.0
2016-05-12 21:00:00,2016-05-14 22:00:00,baseline,0,0.0,0.0
2016-05-12 22:00:00,2016-05-14 23:00:00,baseline,0,0.0,0.0
2016-05-12 23:00:00,2016-05-15 00:00:00,baseline,2,0.000262978086678441,0.01663755249830992
2016-05-13 00:00:00,2016-05-15 01:00:00,baseline,6,-0.0006474101325045783,0.03166464522664275
2016-05-13 01:00:00,2016-05-15 02:00:00,baseline,6,-0.004304195664311286,0.028698686827614395
2016-05-13 02:00:00,2016-05-15 03:00:00,baseline,2,0.001333062103706895,0.016277642914150847
2016-05-13 03:00:00,2016-05-15 04:00:00,baseline,1,0.004118134672187301,0.02471105564729037
2016-05-13 04:00:00,2016-05-15 05:00:00,baseline,2,0.001442751336378302,0.013528462940759045
2016-05-13 05:00:00,2016-05-15 06:00:00,baseline,0,0.0,0.0
2016-05-13 06:00:00,2016-05-15 07:00:00,baseline,0,0.0,0.0
2016-05-13 07:00:00,2016-05-15 08:00:00,baseline,0,0.0,0.0
2016-05-13 08:00:00,2016-05-15 09:00:00,baseline,0,0.0,0.0
2016-05-13 09:00:00,2016-05-15 10:00:00,baseline,0,0.0,0.0
2016-05-13 10:00:00,2016-05-15 11:00:00,baseline,0,0.0,0.0
2016-05-13 11:00:00,2016-05-15 12:00:00,baseline,0,0.0,0.0
2016-05-13 12:00:00,2016-05-15 13:00:00,baseline,0,0.0,0.0
2016-05-13 13:00:00,2016-05-15 14:00:00,baseline,0,0.0,0.0
2016-05-13 14:00:00,2016-05-15 15:00:00,baseline,0,0.0,0.0
2016-05-13 15:00:00,2016-05-15 16:00:00,baseline,0,0.0,0.0
2016-05-13 16:00:00,2016-05-15 17:00:00,baseline,7,-0.0018799837640748364,0.08565932452033939
2016-05-13 17:00:00,2016-05-15 18:00:00,baseline,6,0.0018949766140010885,0.03227597255889109
2016-05-13 18:00:00,2016-05-15 19:00:00,baseline,2,0.0023608954863529224,0.019280874281963623
2016-05-13 19:00:00,2016-05-15 20:00:00,baseline,4,0.0016285824612135783,0.05344469418761903
2016-05-13 20:00:00,2016-05-15 21:00:00,baseline,0,0.0,0.0
2016-05-13 21:00:00,2016-05-15 22:00:00,baseline,0,0.0,0.0
2016-05-13 22:00:00,2016-05-15 23:00:00,baseline,0,0.0,0.0
2016-05-13 23:00:00,2016-05-16 00:00:00,baseline,0,0.0,0.0
2016-05-14 00:00:00,2016-05-16 01:00:00,baseline,0,0.0,0.0
2016-05-14 01:00:00,2016-05-16 02:00:00,baseline,0,0.0,0.0
2016-05-14 02:00:00,2016-05-16 03:00:00,baseline,0,0.0,0.0
